track name= "chr18 t1519"  description= "test"  visibility= 2
chr18		33440045		33441528
chr18		2066521			2067996
chr18		71826435		71827822
chr18		35823709		35825178
chr18		40424511		40426000
chr18		37839903		37841368
chr18		54176862		54178320
chr18		50143598		50145072
chr18		73690239		73691708
chr18		44519886		44521257
chr18		1494380			1495841
chr18		14200462		14201929
chr18		25718590		25720056
chr18		61761172		61762635
chr18		47124319		47125642
chr18		6393968			6395431
chr18		37102277		37103740
chr18		37406221		37407698
chr18		42630767		42632259
chr18		67288567		67290036
chr18		4847176			4848635
chr18		75040079		75041443
chr18		28420115		28421362
chr18		60476609		60477871
chr18		34905792		34907066
chr18		7715953			7717418
chr18		33965592		33966928
chr18		65376783		65378283
chr18		53557242		53558721
chr18		13856688		13858152
chr18		45119277		45120750
chr18		64634241		64635696
chr18		4777832			4779248
chr18		55022698		55024083
chr18		70940733		70942189
chr18		43835768		43837220
chr18		70962277		70963724
chr18		44495128		44496588
chr18		54506845		54508315
chr18		35914030		35915498
chr18		48844830		48846317
chr18		52361449		52362922
chr18		15455042		15456504
chr18		55359577		55361050
chr18		4861315			4862789
chr18		37309270		37310717
chr18		42732884		42734352
chr18		54031437		54032902
chr18		25100124		25101578
chr18		61000086		61001582
chr18		29175747		29177128
chr18		13241362		13242847
chr18		77518298		77519775
chr18		12330318		12331782
chr18		68524178		68525628
chr18		51879421		51880595
chr18		7345810			7347281
chr18		64177533		64179006
chr18		73849193		73850386
chr18		37179465		37180652
chr18		28772827		28774068
chr18		9046924			9048441
chr18		1799951			1801427
chr18		62877791		62879253
chr18		77874717		77876140
chr18		28417000		28418466
chr18		69779131		69780404
chr18		36508320		36509787
chr18		32002779		32004144
chr18		10139967		10141446
chr18		26453432		26454797
chr18		46937386		46938887
chr18		57431405		57432892
chr18		30089363		30090715
chr18		36005542		36006995
chr18		33606099		33607427
chr18		50566705		50568174
chr18		44179238		44180722
chr18		27009738		27010971
chr18		34078941		34080407
chr18		61903754		61905041
chr18		42738520		42740005
chr18		54616134		54617320
chr18		60656987		60658127
chr18		5288945			5290402
chr18		44031051		44032509
chr18		1183616			1185036
chr18		51609332		51610790
chr18		23522828		23524281
chr18		50700295		50701752
chr18		54492589		54494051
chr18		77815298		77816777
chr18		6579779			6580845
chr18		1788002			1789125
chr18		10336936		10338397
chr18		47728889		47730343
chr18		6023463			6024914
chr18		65085861		65086957
chr18		75050675		75052132
chr18		6537780			6539258
chr18		14917322		14918498
chr18		22813682		22815126
chr18		34916624		34918092
chr18		14584764		14586228
chr18		40558066		40559426
chr18		29698525		29699725
chr18		11635323		11636815
chr18		66360549		66361826
chr18		13372979		13374262
chr18		12790067		12791513
chr18		22956176		22957631
chr18		45663100		45664558
chr18		59978655		59980104
chr18		14849037		14850152
chr18		6678617			6680104
chr18		34615801		34617277
chr18		25466066		25467533
chr18		29131680		29132707
chr18		11153293		11154749
chr18		71632398		71633548
chr18		24435226		24436550
chr18		8026310			8027773
chr18		34876007		34877467
chr18		4915767			4916907
chr18		14019647		14021130
chr18		71132814		71134286
chr18		54268472		54269528
chr18		50637551		50638916
chr18		49478311		49479438
chr18		53725576		53727023
chr18		32851655		32853120
chr18		56213349		56214816
chr18		23087042		23088526
chr18		60784374		60785844
chr18		76180611		76182104
chr18		65343697		65344771
chr18		14722343		14723812
chr18		61725798		61727280
chr18		49908575		49910020
chr18		8813599			8815057
chr18		49490290		49491755
chr18		44351446		44352894
chr18		44440872		44442331
chr18		61347964		61348979
chr18		10418872		10420226
chr18		13913096		13914374
chr18		56335229		56336700
chr18		37066820		37068268
chr18		51294580		51296009
chr18		65763307		65764525
chr18		71877304		71878310
chr18		27342311		27343375
chr18		14124631		14126069
chr18		60605028		60606136
chr18		47323306		47324423
chr18		9931086			9932560
chr18		6959887			6961334
chr18		1888391			1889401
chr18		68662667		68663651
chr18		52348608		52350073
chr18		69652796		69654259
chr18		79327847		79329285
chr18		69697825		69698920
chr18		28856119		28857576
chr18		51903961		51905065
chr18		61005847		61007206
chr18		62642207		62643229
chr18		25772327		25773460
chr18		39110397		39111802
chr18		45582119		45583215
chr18		1106270			1107359
chr18		1508829			1509806
chr18		68385871		68387336
chr18		64150390		64151855
chr18		8873931			8874906
chr18		71310623		71312046
chr18		44612069		44613534
chr18		66612170		66613629
chr18		2751988			2752960
chr18		53518344		53519804
chr18		7864825			7866265
chr18		32359267		32360346
chr18		14737567		14738562
chr18		1312000			1313234
chr18		31697461		31698697
chr18		43452361		43453827
chr18		1859224			1860585
chr18		4149976			4150997
chr18		4523742			4524675
chr18		38253377		38254319
chr18		53845476		53846941
chr18		29741914		29742845
chr18		30148775		30150029
chr18		29238480		29239934
chr18		29891116		29892557
chr18		45271498		45272427
chr18		68966230		68967382
chr18		68467989		68469166
chr18		6187226			6188585
chr18		40706725		40708137
chr18		27041923		27042938
chr18		25985285		25986278
chr18		33162804		33164302
chr18		44622061		44623491
chr18		53837171		53838316
chr18		62473805		62474823
chr18		60276001		60276950
chr18		71211485		71212443
chr18		68641270		68642728
chr18		52517882		52518964
chr18		39590550		39591885
chr18		67134436		67135368
chr18		36097672		36098645
chr18		67942058		67943424
chr18		35663016		35663978
chr18		43808171		43809226
chr18		71533149		71534028
chr18		72490743		72491732
chr18		60831424		60832399
chr18		42917088		42918560
chr18		63706094		63707148
chr18		53313832		53314725
chr18		79523346		79524323
chr18		1944276			1945603
chr18		33959145		33960015
chr18		53694498		53695914
chr18		76891520		76892684
chr18		42457353		42458209
chr18		36057621		36058492
chr18		52607556		52608396
chr18		54011897		54013266
chr18		13512500		13513976
chr18		38035621		38036454
chr18		70316119		70317106
chr18		42397905		42398818
chr18		28120449		28121652
chr18		35299433		35300758
chr18		36746900		36747885
chr18		29757037		29758207
chr18		35595352		35596305
chr18		73387868		73388643
chr18		28848826		28850066
chr18		73886416		73887543
chr18		63236938		63237866
chr18		29409925		29410893
chr18		67449640		67450554
chr18		34726444		34727638
chr18		43736974		43737830
chr18		14232989		14233954
chr18		15557874		15558711
chr18		75227934		75228746
chr18		77818234		77819123
chr18		52079344		52080334
chr18		66490008		66491200
chr18		44540007		44541245
chr18		57471323		57472353
chr18		60635156		60635995
chr18		30630268		30631601
chr18		37886528		37887469
chr18		33984765		33985755
chr18		55246583		55247921
chr18		60200207		60201515
chr18		72500618		72501768
chr18		68355646		68356857
chr18		25941779		25943109
chr18		75833845		75834990
chr18		24167763		24169130
chr18		41008474		41009738
chr18		49525897		49526872
chr18		44570945		44572252
chr18		61254826		61255611
chr18		30925998		30927345
chr18		73598517		73599365
chr18		15374264		15375004
chr18		40942991		40944234
chr18		72414039		72414845
chr18		44549619		44550926
chr18		78079672		78080545
chr18		48624948		48626040
chr18		43803244		43804432
chr18		68336883		68337655
chr18		49284019		49284811
chr18		44081012		44081914
chr18		44605236		44606516
chr18		67144438		67145762
chr18		52768000		52768942
chr18		4745730			4746765
chr18		37994384		37995486
chr18		62394398		62395674
chr18		66937502		66938406
chr18		8660790			8661794
chr18		33510831		33511697
chr18		67518823		67520084
chr18		45417213		45418102
chr18		15375940		15376704
chr18		9086070			9086817
chr18		25970982		25972375
chr18		33730758		33731582
chr18		64989347		64990670
chr18		40897227		40898309
chr18		74265165		74265941
chr18		30794055		30795284
chr18		48467428		48468143
chr18		30969675		30970525
chr18		73863781		73864550
chr18		15006020		15006970
chr18		27141382		27142422
chr18		184305			185479
chr18		22336			23510
chr18		76352			77526
chr18		27284165		27284979
chr18		68788648		68789946
chr18		25819844		25820620
chr18		130405			131499
chr18		45452584		45453355
chr18		3854333			3855391
chr18		22698829		22700164
chr18		43844764		43846102
chr18		58723579		58724302
chr18		49229867		49230703
chr18		59780530		59781638
chr18		12412833		12413568
chr18		58635437		58636657
chr18		69413605		69414631
chr18		41019884		41021185
chr18		43640606		43641511
chr18		52090217		52091041
chr18		29170659		29171680
chr18		7879151			7880202
chr18		50531057		50531803
chr18		50253721		50254427
chr18		64661745		64662681
chr18		34647346		34648180
chr18		61253885		61254590
chr18		9325613			9326965
chr18		30476170		30477203
chr18		61764542		61765217
chr18		13631158		13631889
chr18		58906453		58907132
chr18		1877902			1879277
chr18		2040055			2040789
chr18		1299561			1300199
chr18		5487118			5488302
chr18		22636187		22637525
chr18		34129909		34130775
chr18		74330045		74330937
chr18		65294152		65294968
chr18		67151381		67152312
chr18		71699737		71701006
chr18		7570524			7571234
chr18		15559085		15559754
chr18		43735917		43736547
chr18		25578762		25579580
chr18		30854151		30855483
chr18		65429599		65430378
chr18		80337482		80338294
chr18		70772270		70773059
chr18		33410951		33411733
chr18		52608737		52609362
chr18		27256222		27256988
chr18		73197800		73198538
chr18		4249994			4251049
chr18		7316964			7317608
chr18		79347169		79347809
chr18		46804514		46805300
chr18		67929792		67930910
chr18		79910485		79911111
chr18		8977940			8978600
chr18		37220468		37221175
chr18		53794258		53794938
chr18		72413186		72413818
chr18		76278819		76279559
chr18		37217420		37218212
chr18		1911866			1912550
chr18		14667890		14668830
chr18		36059849		36060476
chr18		5443290			5443893
chr18		61021214		61021948
chr18		73431205		73432081
chr18		44181746		44182724
chr18		24268838		24269596
chr18		30485274		30486253
chr18		30485274		30486253
chr18		31035113		31035965
chr18		8309441			8310245
chr18		14366214		14366973
chr18		29804400		29805700
chr18		40923588		40924508
chr18		66139255		66140174
chr18		59567345		59568256
chr18		68836390		68837673
chr18		60220650		60221263
chr18		1350645			1351284
chr18		59786538		59787180
chr18		29067833		29068573
chr18		61278711		61279297
chr18		68104670		68105313
chr18		2442605			2443792
chr18		6309158			6309804
chr18		14330199		14330952
chr18		77662827		77663717
chr18		72499918		72500598
chr18		33410017		33410717
chr18		52669951		52670865
chr18		76228249		76229556
chr18		7587325			7588598
chr18		40989647		40990540
chr18		42325359		42326659
chr18		4334937			4335832
chr18		62299859		62300424
chr18		71534409		71535028
chr18		57504021		57504648
chr18		2582001			2582565
chr18		31861272		31862177
chr18		1937429			1938105
chr18		12297529		12298201
chr18		33718631		33720039
chr18		8696930			8698063
chr18		22937365		22937915
chr18		2582564			2583164
chr18		4225781			4227091
chr18		22139512		22140422
chr18		53245902		53246794
chr18		29230651		29231471
chr18		38133545		38134347
chr18		57245351		57246177
chr18		70267124		70268023
chr18		73242476		73243183
chr18		31099354		31099970
chr18		44040347		44041190
chr18		37252312		37253038
chr18		51574489		51575274
chr18		7471207			7471763
chr18		29235426		29236690
chr18		32481827		32482643
chr18		34131407		34132208
chr18		21021485		21022094
chr18		76932910		76933765
chr18		78422270		78422959
chr18		64896073		64896674
chr18		34087841		34089106
chr18		72345861		72346654
chr18		29780380		29781336
chr18		69262376		69263705
chr18		42692658		42693492
chr18		54650547		54651385
chr18		65686611		65687401
chr18		33512550		33513152
chr18		30444740		30445632
chr18		64229008		64229592
chr18		63953238		63954160
chr18		40004031		40005249
chr18		42764379		42765140
chr18		43941023		43941588
chr18		5968265			5969144
chr18		43323518		43324337
chr18		70458177		70458864
chr18		11763890		11765128
chr18		74763655		74764803
chr18		57484498		57485459
chr18		59727226		59728668
chr18		28408156		28408900
chr18		40921841		40922557
chr18		60996518		60997349
chr18		71210932		71211471
chr18		69681909		69682451
chr18		5443892			5444402
chr18		60305011		60305755
chr18		4721881			4722793
chr18		59568249		59568925
chr18		54313682		54314800
chr18		66610194		66611498
chr18		70252310		70253546
chr18		69564599		69565443
chr18		71578537		71579064
chr18		72943916		72944529
chr18		5044327			5045107
chr18		9170965			9171605
chr18		13247860		13248609
chr18		22936849		22937369
chr18		76528176		76528770
chr18		45416177		45416752
chr18		78594195		78595220
chr18		35929077		35930362
chr18		72177510		72178451
chr18		991077			991592
chr18		60551428		60551970
chr18		1255325			1255884
chr18		42315862		42316783
chr18		64810349		64811067
chr18		70890055		70890557
chr18		29743496		29743997
chr18		38460773		38461391
chr18		45319163		45319960
chr18		6816474			6817624
chr18		45645564		45646191
chr18		38036454		38036982
chr18		45982575		45983286
chr18		68423322		68423842
chr18		37130053		37130767
chr18		67052857		67053682
chr18		25781563		25782136
chr18		52297569		52298359
chr18		43281332		43282615
chr18		35338338		35338970
chr18		9256477			9257064
chr18		37565636		37566284
chr18		66936299		66936848
chr18		23021628		23022183
chr18		69923184		69923718
chr18		43286504		43287145
chr18		53971872		53973146
chr18		77712947		77713691
chr18		79346688		79347171
chr18		13948346		13948873
chr18		42691767		42692392
chr18		53371295		53372019
chr18		54910301		54911129
chr18		48714496		48715249
chr18		77581871		77582643
chr18		28825107		28825792
chr18		42441747		42442855
chr18		54837550		54838127
chr18		48468143		48468597
chr18		24517878		24518382
chr18		59722176		59722756
chr18		2555402			2556009
chr18		13998296		13998777
chr18		32531272		32531901
chr18		68661591		68662078
chr18		33978084		33978602
chr18		23752820		23753370
chr18		43398503		43398990
chr18		71578094		71578537
chr18		22575885		22576752
chr18		71879015		71879466
chr18		50530596		50531058
chr18		62299373		62299867
chr18		30706372		30706937
chr18		36419338		36420254
chr18		27283197		27283871
chr18		67644741		67645259
chr18		27292074		27292798
chr18		30433999		30434463
chr18		38136171		38136860
chr18		73387374		73387869
chr18		38462030		38462660
chr18		52603290		52604008
chr18		43586695		43587265
chr18		27914809		27915312
chr18		61160959		61161497
chr18		36744741		36745218
chr18		78674431		78675311
chr18		1911379			1911865
chr18		68472967		68473551
chr18		69335373		69336642
chr18		72832480		72833719
chr18		39642861		39643473
chr18		63939155		63939587
chr18		1123593			1124128
chr18		59443862		59444329
chr18		53068444		53069078
chr18		65260663		65261264
chr18		52774177		52774644
chr18		58134619		58135419
chr18		5519306			5520006
chr18		40351960		40352589
chr18		33246212		33247089
chr18		71515776		71516461
chr18		43666121		43666945
chr18		60336849		60337413
chr18		28459554		28460456
chr18		14232510		14232990
chr18		47575051		47576279
chr18		60774376		60774867
chr18		79909926		79910391
chr18		73142435		73143100
chr18		31473820		31474767
chr18		66792646		66793081
chr18		70459450		70460067
chr18		30919438		30920191
chr18		5509124			5510394
chr18		14735405		14735828
chr18		68005460		68006177
chr18		32830153		32830565
chr18		53216119		53216923
chr18		53482512		53482969
chr18		15447079		15447496
chr18		34451749		34452458
chr18		60676607		60677264
chr18		75375647		75376799
chr18		60813898		60814373
chr18		22794981		22796062
chr18		44211242		44211822
chr18		70990405		70991108
chr18		36398926		36399859
chr18		70889577		70890057
chr18		14649173		14649622
chr18		54239544		54240348
chr18		15265003		15265623
chr18		61718725		61719130
chr18		64777016		64777711
chr18		31429536		31430133
chr18		31488644		31489310
chr18		35337195		35338040
chr18		29075226		29075881
chr18		34432117		34433370
chr18		61770697		61771624
chr18		65751179		65751854
chr18		25579879		25580535
chr18		68190278		68191560
chr18		74263644		74264383
chr18		14209112		14210209
chr18		63805816		63806557
chr18		65625475		65625934
chr18		7038664			7039057
chr18		14066996		14067639
chr18		52482758		52483239
chr18		29409487		29409926
chr18		37223736		37224263
chr18		13932721		13933844
chr18		33958705		33959145
chr18		63568240		63568686
chr18		65625931		65626304
chr18		67491805		67492242
chr18		37266010		37266551
chr18		76478409		76478998
chr18		4927734			4928429
chr18		28712704		28713463
chr18		50303200		50303999
chr18		69672960		69674218
chr18		28940059		28940473
chr18		52844203		52845305
chr18		43744564		43745870
chr18		70148006		70148455
chr18		72299957		72300358
chr18		26797839		26798744
chr18		37980569		37981442
chr18		1787098			1787459
chr18		53933470		53933858
chr18		43937202		43938190
chr18		58019030		58019678
chr18		8308457			8309133
chr18		65026848		65027279
chr18		9856118			9856568
chr18		7608364			7608748
chr18		21902062		21903286
chr18		30486268		30486772
chr18		70989449		70990103
chr18		1999355			1999894
chr18		47681892		47682492
chr18		1480183			1480626
chr18		64811123		64811720
chr18		31099968		31100721
chr18		10066896		10067498
chr18		44992173		44992636
chr18		72499523		72499917
chr18		3179328			3179756
chr18		41158917		41160204
chr18		41364478		41364919
chr18		44108832		44109237
chr18		10701018		10701707
chr18		11343685		11344229
chr18		22858029		22858594
chr18		70378063		70379379
chr18		52347440		52347863
chr18		3855701			3856139
chr18		35919544		35920402
chr18		34661853		34662865
chr18		443810			444348
chr18		1123035			1123594
chr18		45895796		45896980
chr18		9476780			9477319
chr18		53069128		53069652
chr18		27291627		27292069
chr18		40988406		40988995
chr18		61954124		61954537
chr18		63188554		63188938
chr18		11606204		11606653
chr18		4296834			4297245
chr18		69085889		69086373
chr18		53244278		53244823
chr18		70787138		70787613
chr18		42543930		42544472
chr18		52297155		52297572
chr18		57514812		57515318
chr18		32988857		32989303
chr18		40196502		40197278
chr18		67939727		67940157
chr18		78694739		78695232
chr18		61771624		61772168
chr18		63995864		63996405
chr18		13770346		13770976
chr18		26929457		26929870
chr18		73851828		73852172
chr18		34338110		34338546
chr18		37794952		37795426
chr18		38210627		38211113
chr18		65261256		65261660
chr18		78512808		78513919
chr18		38426652		38427003
chr18		64156997		64157343
chr18		11101397		11101998
chr18		26130888		26131630
chr18		31034492		31035118
chr18		61953681		61954132
chr18		69027115		69027665
chr18		4458397			4458748
chr18		65293805		65294153
chr18		53859799		53860206
chr18		60658319		60658661
chr18		36697638		36698024
chr18		1632617			1632953
chr18		1359398			1360488
chr18		31501563		31501985
chr18		33353500		33353846
chr18		39566893		39567319
chr18		27140622		27141029
chr18		33610766		33611550
chr18		38538914		38540239
chr18		71147340		71147834
chr18		38304921		38305332
chr18		49508887		49509342
chr18		73306257		73306657
chr18		914046			914486
chr18		63393861		63394552
chr18		40013198		40013576
chr18		60774016		60774376
chr18		76989472		76989845
chr18		43141911		43143096
chr18		15317981		15318387
chr18		31624904		31625325
chr18		37301837		37302314
chr18		45646330		45646883
chr18		53870423		53870792
chr18		70702153		70702831
chr18		29662657		29663212
chr18		52509971		52510389
chr18		5520007			5520441
chr18		38348526		38348922
chr18		64562938		64564077
chr18		76238448		76239424
chr18		27806675		27807123
chr18		13311486		13312274
chr18		65605471		65605844
chr18		68965324		68965679
chr18		1598574			1598919
chr18		62369197		62369732
chr18		37112639		37113677
chr18		60357081		60357695
chr18		15265937		15266605
chr18		31168394		31168799
chr18		9170268			9170646
chr18		78417554		78417934
chr18		64278778		64279090
chr18		11618108		11618502
chr18		27279222		27280140
chr18		73243180		73243515
chr18		57595514		57595985
chr18		57658636		57659078
chr18		1132167			1132548
chr18		62622171		62622645
chr18		67644067		67644539
chr18		2104905			2105352
chr18		32833184		32833503
chr18		68467056		68467590
chr18		45452222		45452590
chr18		49384946		49385308
chr18		77721661		77722566
chr18		34599755		34600264
chr18		37164154		37164552
chr18		43527736		43528827
chr18		53794937		53795259
chr18		68490323		68490681
chr18		70747172		70747801
chr18		73672541		73673052
chr18		65908405		65908751
chr18		4272854			4274009
chr18		15447500		15447818
chr18		40990815		40991178
chr18		64115675		64116819
chr18		57118074		57118459
chr18		66488771		66489302
chr18		71038512		71038828
chr18		8402091			8402420
chr18		10268117		10269313
chr18		36943487		36944150
chr18		37188058		37188540
chr18		47896867		47897210
chr18		14696829		14697152
chr18		37166226		37166638
chr18		42829243		42829586
chr18		76219126		76219477
chr18		76872030		76872406
chr18		38427001		38427354
chr18		51985922		51986208
chr18		1198348			1199396
chr18		64813067		64813418
chr18		14667359		14667741
chr18		28590347		28590861
chr18		35207620		35208866
chr18		51903269		51903649
chr18		62107382		62107708
chr18		79401054		79401417
chr18		8609561			8610204
chr18		26131697		26132170
chr18		43694915		43696147
chr18		29059378		29059692
chr18		78844462		78844803
chr18		36695514		36695968
chr18		41604108		41604622
chr18		14978599		14978953
chr18		53482223		53482511
chr18		69039843		69040809
chr18		1256800			1257075
chr18		4605560			4605865
chr18		22770447		22770906
chr18		7896309			7896763
chr18		31057893		31058290
chr18		56557015		56557606
chr18		8488461			8489344
chr18		25030921		25031211
chr18		34769673		34770700
chr18		79037128		79037483
chr18		37127454		37127786
chr18		63405011		63405473
chr18		67470804		67471332
chr18		73101826		73102123
chr18		12275413		12275990
chr18		23704743		23705355
chr18		60567858		60568477
chr18		62107118		62107386
chr18		72028670		72029015
chr18		1299271			1299559
chr18		59876780		59877288
chr18		31057369		31057888
chr18		40526206		40526632
chr18		53568487		53568835
chr18		54060978		54061257
chr18		1200974			1201380
chr18		41728149		41728604
chr18		4447271			4447856
chr18		41554582		41555195
chr18		34647060		34647339
chr18		43367593		43367878
chr18		60707969		60708255
chr18		72815327		72815792
chr18		62266577		62266960
chr18		69154217		69154668
chr18		70871235		70871511
chr18		5725622			5726030
chr18		57772499		57772867
chr18		67104713		67105053
chr18		78024521		78025046
chr18		25665589		25666024
chr18		60909176		60909616
chr18		66631472		66631732
chr18		67864195		67864941
chr18		78114391		78114996
chr18		15552984		15553267
chr18		67964612		67964949
chr18		68419748		68420091
chr18		34003143		34003478
chr18		34366389		34366813
chr18		73196857		73197094
chr18		76892977		76893292
chr18		23623760		23624318
chr18		65643397		65643767
chr18		4194863			4195154
chr18		28882424		28882722
chr18		40728541		40728894
chr18		77414693		77415160
chr18		25303733		25304509
chr18		30223143		30223571
chr18		66837963		66838423
chr18		73364480		73364741
chr18		4928619			4928925
chr18		54081667		54082035
chr18		2895527			2895936
chr18		65923835		65924364
chr18		38176144		38176436
chr18		60041188		60041490
chr18		949752			950090
chr18		32006494		32006897
chr18		47954184		47954697
chr18		77580296		77580637
chr18		9542092			9542716
chr18		56688083		56688449
chr18		58074391		58074707
chr18		34958232		34958517
chr18		57302139		57302479
chr18		61049701		61049973
chr18		69558210		69558497
chr18		70040801		70041083
chr18		61059738		61060069
chr18		63186506		63186830
chr18		72499220		72499517
chr18		1278259			1278513
chr18		62302390		62303229
chr18		70315689		70316114
chr18		73243813		73244193
chr18		77582639		77582943
chr18		27524881		27525374
chr18		42213841		42214164
chr18		59226906		59227378
chr18		24451498		24452614
chr18		59773953		59774266
chr18		69352018		69352556
chr18		73891924		73892285
chr18		29542444		29543438
chr18		33353848		33354129
chr18		47954993		47955704
chr18		65176475		65176740
chr18		57302465		57302778
chr18		24834101		24834505
chr18		25030706		25030922
chr18		29387006		29387604
chr18		71179890		71180240
chr18		78498721		78499013
chr18		59684819		59685096
chr18		65761842		65762092
chr18		70358461		70358832
chr18		73618181		73618626
chr18		24840200		24840889
